Car_ID,Component,Mileage,Car_Age,Part_Age,Temp_Exposure,Service_Count,Driving_Style,Failed_Next_30_Days
4999,Battery,33276,6.2,347,40.4,8,Moderate,No
5000,Engine,174035,11.1,477,37.5,3,Moderate,Yes
5001,Engine,171497,10.5,258,46.1,10,Conservative,Yes
5002,Brakes,160930,14.4,914,35.5,8,Conservative,Yes
5003,Brakes,16407,14.7,44,31.1,8,Aggressive,Yes
5004,Engine,38318,6.2,219,25.2,2,Moderate,No
5005,Battery,22710,1.5,735,25.7,10,Conservative,No
5006,Engine,195496,4.0,594,33.0,7,Conservative,Yes
5007,Engine,184506,10.4,251,36.3,10,Moderate,Yes
5008,Brakes,26458,8.8,639,26.3,4,Moderate,No
5009,Battery,146244,2.4,784,32.4,7,Moderate,Yes
5010,Brakes,81557,13.3,833,24.1,0,Conservative,Yes
5011,Brakes,193332,2.3,311,25.6,6,Moderate,Yes
5012,Battery,49033,11.2,432,29.2,0,Moderate,Yes
5013,Brakes,60888,11.7,793,25.0,7,Conservative,Yes
5014,Battery,72814,7.2,813,39.5,8,Aggressive,Yes
5015,Brakes,134353,7.2,885,29.1,9,Conservative,Yes
5016,Battery,148012,7.2,100,29.2,4,Moderate,Yes
5017,Engine,159169,9.6,352,27.5,5,Moderate,Yes
5018,Battery,91514,10.2,210,38.5,0,Aggressive,Yes
5019,Brakes,12912,12.9,971,37.0,6,Moderate,Yes
5020,Brakes,111869,6.5,693,49.9,8,Aggressive,Yes
5021,Engine,183352,14.8,196,45.2,9,Aggressive,Yes
5022,Brakes,175188,14.6,671,24.1,6,Conservative,Yes
5023,Engine,23750,4.2,222,26.9,8,Moderate,No
5024,Engine,111398,10.5,75,26.1,6,Moderate,No
5025,Brakes,146531,14.5,517,35.0,0,Moderate,Yes
5026,Battery,163123,6.4,829,47.4,5,Conservative,Yes
5027,Brakes,114698,10.1,692,47.5,5,Moderate,Yes
5028,Brakes,187471,1.0,917,30.6,1,Conservative,Yes
5029,Battery,177038,11.5,677,32.7,10,Moderate,Yes
5030,Battery,66317,14.6,947,26.7,7,Aggressive,Yes
5031,Engine,76941,14.5,373,25.8,4,Moderate,Yes
5032,Engine,86503,3.1,711,35.3,7,Moderate,Yes
5033,Engine,106641,2.9,265,29.8,10,Conservative,Yes
5034,Brakes,101121,10.4,683,20.7,5,Moderate,Yes
5035,Engine,71717,4.1,910,45.6,5,Aggressive,Yes
5036,Brakes,78973,14.8,944,25.6,2,Conservative,Yes
5037,Battery,120969,6.8,219,25.6,7,Conservative,Yes
5038,Brakes,22483,11.9,141,26.2,8,Aggressive,Yes
5039,Engine,142489,9.6,89,42.1,7,Aggressive,Yes
5040,Engine,43268,9.4,551,28.0,7,Conservative,No
5041,Battery,162142,12.6,426,30.9,9,Aggressive,Yes
5042,Engine,134015,1.3,194,30.5,9,Moderate,Yes
5043,Engine,86003,4.0,935,49.4,3,Aggressive,Yes
5044,Engine,174498,7.8,759,46.9,5,Aggressive,Yes
5045,Battery,30135,1.2,779,24.6,2,Aggressive,No
5046,Battery,154116,9.2,304,30.2,3,Moderate,Yes
5047,Battery,72706,14.5,168,21.3,3,Aggressive,Yes
5048,Battery,83925,4.5,99,25.4,6,Moderate,No
5049,Engine,56015,4.1,421,22.6,6,Moderate,No
5050,Battery,143743,1.3,791,24.4,7,Moderate,Yes
5051,Engine,120359,7.4,152,46.8,10,Aggressive,Yes
5052,Battery,25058,3.0,751,29.4,0,Aggressive,No
5053,Battery,189617,13.9,573,34.6,6,Conservative,Yes
5054,Battery,29926,11.8,192,22.5,8,Aggressive,No
5055,Battery,190395,9.4,839,25.4,3,Moderate,Yes
5056,Engine,160562,12.2,788,40.9,3,Aggressive,Yes
5057,Battery,81471,8.4,761,37.5,5,Aggressive,Yes
5058,Battery,96729,7.6,67,46.9,9,Moderate,Yes
5059,Engine,195142,8.4,42,24.4,2,Moderate,Yes
5060,Battery,148496,12.0,653,47.9,5,Conservative,Yes
5061,Engine,47403,11.1,321,22.1,10,Aggressive,Yes
5062,Battery,152704,8.1,807,29.5,0,Conservative,Yes
5063,Battery,112590,11.8,750,27.4,6,Aggressive,Yes
5064,Engine,92761,7.7,800,31.0,4,Aggressive,Yes
5065,Engine,10759,9.1,563,47.0,1,Moderate,Yes
5066,Battery,71154,7.3,469,21.0,10,Aggressive,Yes
5067,Battery,12811,12.6,774,28.1,0,Aggressive,Yes
5068,Battery,194487,10.8,647,25.1,10,Aggressive,Yes
5069,Brakes,158215,11.4,104,33.5,8,Moderate,Yes
5070,Engine,129016,6.3,465,31.2,5,Conservative,Yes
5071,Brakes,72063,14.6,802,36.9,0,Conservative,Yes
5072,Engine,189734,5.9,381,46.8,9,Aggressive,Yes
5073,Brakes,153706,3.6,744,39.5,7,Conservative,Yes
5074,Battery,85372,10.0,38,35.6,4,Conservative,Yes
5075,Battery,101851,10.9,830,38.9,5,Aggressive,Yes
5076,Battery,159666,3.8,871,31.1,0,Conservative,Yes
5077,Battery,106644,1.1,277,31.8,0,Moderate,No
5078,Brakes,93974,7.0,678,48.3,2,Moderate,Yes
5079,Brakes,51973,6.7,788,23.9,10,Conservative,Yes
5080,Brakes,27001,2.7,456,35.4,0,Conservative,No
5081,Brakes,67745,7.1,13,37.6,1,Conservative,Yes
5082,Brakes,10914,12.4,78,39.6,0,Aggressive,Yes
5083,Engine,140965,10.7,692,25.0,0,Moderate,Yes
5084,Brakes,184844,10.7,482,33.9,7,Moderate,Yes
5085,Engine,82752,10.4,485,24.0,6,Conservative,Yes
5086,Engine,37572,8.9,447,39.4,9,Moderate,Yes
5087,Engine,138675,7.3,660,29.5,9,Moderate,Yes
5088,Brakes,189790,2.6,617,44.5,2,Aggressive,Yes
5089,Engine,63648,6.2,255,45.7,9,Conservative,Yes
5090,Battery,149105,12.0,634,25.2,0,Aggressive,Yes
5091,Engine,121258,7.5,282,46.4,8,Moderate,Yes
5092,Engine,105186,8.6,574,23.9,1,Moderate,Yes
5093,Battery,143586,7.3,298,35.0,9,Aggressive,Yes
5094,Brakes,173302,10.3,977,30.0,8,Moderate,Yes
5095,Engine,107738,6.4,602,37.7,1,Aggressive,Yes
5096,Engine,31038,9.6,73,40.9,4,Moderate,Yes
5097,Engine,48981,6.3,512,23.4,1,Conservative,No
5098,Brakes,160784,3.6,388,27.2,0,Aggressive,Yes
5099,Engine,155519,7.7,231,21.2,10,Moderate,Yes
5100,Brakes,199713,12.0,392,27.0,5,Moderate,Yes
5101,Brakes,55000,1.7,622,40.3,8,Moderate,Yes
5102,Brakes,42477,2.6,581,24.7,9,Conservative,No
5103,Brakes,61633,5.1,387,23.7,3,Conservative,No
5104,Engine,43432,2.9,236,22.5,10,Moderate,No
5105,Brakes,123115,5.7,965,20.2,3,Conservative,Yes
5106,Brakes,199063,12.4,459,31.2,10,Conservative,Yes
5107,Battery,136446,10.7,516,41.7,9,Aggressive,Yes
5108,Engine,29441,13.8,695,29.0,4,Conservative,Yes
5109,Battery,74916,8.0,722,22.3,5,Moderate,Yes
5110,Brakes,46889,13.6,480,24.7,9,Moderate,Yes
5111,Brakes,59308,6.3,728,45.6,7,Conservative,Yes
5112,Battery,58877,13.3,272,25.9,9,Aggressive,Yes
5113,Battery,130746,14.7,835,35.6,5,Moderate,Yes
5114,Brakes,81375,4.2,954,37.4,4,Moderate,Yes
5115,Engine,197918,1.9,317,24.4,7,Conservative,Yes
5116,Battery,173114,3.7,295,45.2,2,Aggressive,Yes
5117,Engine,37998,12.9,828,22.1,8,Conservative,Yes
5118,Brakes,173171,10.0,229,48.8,10,Conservative,Yes
5119,Battery,94137,3.9,324,43.9,10,Aggressive,Yes
5120,Battery,197862,8.0,885,25.7,7,Moderate,Yes
5121,Brakes,34250,13.2,867,32.4,10,Aggressive,Yes
5122,Battery,97640,13.7,300,32.5,2,Aggressive,Yes
5123,Engine,70428,5.8,266,43.8,9,Conservative,Yes
5124,Engine,183961,4.5,301,20.1,1,Moderate,Yes
5125,Battery,70050,4.9,402,47.4,9,Moderate,Yes
5126,Battery,133806,10.6,748,39.9,6,Aggressive,Yes
5127,Engine,159600,8.4,88,21.5,9,Moderate,Yes
5128,Engine,98420,2.9,275,39.0,1,Conservative,Yes
5129,Engine,53373,5.1,119,34.6,6,Aggressive,Yes
5130,Engine,169219,5.7,269,39.9,1,Conservative,Yes
5131,Battery,80729,2.7,233,40.2,6,Moderate,Yes
5132,Engine,46825,8.3,972,37.9,1,Moderate,Yes
5133,Brakes,93753,8.7,459,39.4,1,Conservative,Yes
5134,Battery,153865,3.4,70,41.1,2,Conservative,Yes
5135,Brakes,56735,3.4,843,37.5,1,Conservative,Yes
5136,Brakes,84223,3.2,606,47.3,4,Conservative,Yes
5137,Engine,84512,1.1,96,26.5,8,Moderate,No
5138,Brakes,194358,6.6,601,37.4,9,Aggressive,Yes
5139,Engine,118052,5.5,15,47.2,2,Conservative,Yes
5140,Battery,89159,13.5,165,21.5,8,Conservative,Yes
5141,Battery,124252,9.7,525,35.4,8,Moderate,Yes
5142,Brakes,87934,8.6,717,36.3,7,Aggressive,Yes
5143,Brakes,42669,4.5,404,33.7,10,Moderate,No
5144,Engine,119141,5.4,289,40.8,9,Aggressive,Yes
5145,Battery,60171,12.1,746,23.4,10,Aggressive,Yes
5146,Engine,59987,1.9,332,46.5,3,Aggressive,Yes
5147,Brakes,54780,13.4,251,28.7,8,Moderate,No
5148,Engine,42868,3.1,753,46.3,4,Moderate,Yes
5149,Battery,134941,12.7,654,27.3,2,Aggressive,Yes
5150,Battery,74722,14.1,1000,42.7,4,Aggressive,Yes
5151,Battery,125608,12.2,843,33.4,6,Aggressive,Yes
5152,Engine,172287,13.9,212,39.6,10,Conservative,Yes
5153,Brakes,139366,10.0,941,47.0,6,Moderate,Yes
5154,Brakes,193710,13.3,895,35.0,2,Aggressive,Yes
5155,Brakes,98615,3.5,309,45.3,0,Aggressive,Yes
5156,Engine,193227,1.5,820,31.1,1,Aggressive,Yes
5157,Brakes,197350,13.1,999,47.5,4,Moderate,Yes
5158,Engine,100351,4.9,452,30.4,1,Moderate,Yes
5159,Brakes,149421,9.3,222,37.8,7,Moderate,Yes
5160,Brakes,196989,4.3,574,29.6,2,Aggressive,Yes
5161,Engine,154528,3.4,960,35.3,3,Moderate,Yes
5162,Brakes,174248,3.3,864,33.8,10,Moderate,Yes
5163,Battery,20415,4.8,676,46.3,5,Moderate,Yes
5164,Engine,30728,8.3,626,31.0,3,Aggressive,Yes
5165,Brakes,121773,10.5,617,25.6,1,Conservative,Yes
5166,Engine,91909,10.9,747,21.7,0,Moderate,Yes
5167,Brakes,10864,7.9,393,20.2,8,Conservative,No
5168,Battery,158463,5.0,601,38.3,6,Aggressive,Yes
5169,Battery,109060,8.1,731,48.7,2,Aggressive,Yes
5170,Engine,95289,13.8,377,22.2,4,Conservative,Yes
5171,Battery,82850,11.5,176,47.0,9,Moderate,Yes
5172,Engine,59526,10.9,770,29.8,1,Moderate,Yes
5173,Brakes,118388,3.9,715,30.6,1,Aggressive,Yes
5174,Battery,90903,5.8,698,26.9,6,Aggressive,Yes
5175,Battery,168703,1.1,883,30.1,0,Moderate,Yes
5176,Engine,140187,13.4,937,24.3,3,Moderate,Yes
5177,Brakes,137628,12.8,815,44.3,0,Conservative,Yes
5178,Brakes,55216,4.0,855,36.3,2,Conservative,Yes
5179,Engine,147973,12.4,679,41.8,3,Moderate,Yes
5180,Battery,186880,7.2,708,45.5,5,Aggressive,Yes
5181,Engine,28508,13.6,461,42.5,9,Moderate,Yes
5182,Battery,67005,2.0,323,38.2,3,Aggressive,No
5183,Engine,14233,14.9,525,32.1,3,Aggressive,Yes
5184,Brakes,97642,11.9,605,46.7,10,Aggressive,Yes
5185,Brakes,35041,8.1,29,27.3,6,Moderate,No
5186,Brakes,107576,11.0,703,21.1,0,Aggressive,Yes
5187,Engine,89836,2.1,268,20.7,1,Moderate,No
5188,Engine,45314,8.2,442,21.9,10,Conservative,No
5189,Battery,178173,12.1,206,25.5,1,Moderate,Yes
5190,Brakes,135369,13.1,884,20.3,10,Aggressive,Yes
5191,Battery,59206,10.0,690,34.9,3,Conservative,Yes
5192,Battery,44002,2.5,431,30.8,0,Aggressive,No
5193,Battery,10509,1.9,654,28.8,3,Aggressive,No
5194,Engine,98140,6.1,993,42.4,9,Moderate,Yes
5195,Brakes,133825,11.6,160,40.5,2,Conservative,Yes
5196,Battery,120955,11.6,719,33.9,10,Aggressive,Yes
5197,Engine,196324,8.3,792,38.0,8,Conservative,Yes
5198,Brakes,155155,13.7,852,33.6,6,Moderate,Yes
5199,Battery,26663,4.0,501,33.9,1,Aggressive,No
5200,Brakes,150783,2.2,597,26.7,7,Conservative,Yes
5201,Engine,20936,4.9,497,26.7,4,Moderate,No
5202,Engine,163859,4.5,359,42.2,6,Conservative,Yes
5203,Engine,179135,11.3,477,44.8,3,Moderate,Yes
5204,Brakes,189723,1.4,994,49.2,10,Moderate,Yes
5205,Brakes,187559,1.6,651,39.0,1,Moderate,Yes
5206,Battery,143693,5.6,207,47.2,1,Conservative,Yes
5207,Engine,183454,6.5,153,21.0,4,Moderate,Yes
5208,Engine,162968,3.6,93,40.2,5,Moderate,Yes
5209,Battery,69743,8.2,877,32.6,7,Aggressive,Yes
5210,Engine,132751,14.5,86,43.0,3,Moderate,Yes
5211,Battery,58735,1.8,926,30.4,10,Conservative,Yes
5212,Battery,67421,10.4,283,28.5,0,Moderate,Yes
5213,Brakes,195652,9.3,433,33.7,8,Conservative,Yes
5214,Brakes,53186,10.0,929,41.9,1,Aggressive,Yes
5215,Battery,46657,10.5,19,47.8,0,Conservative,Yes
5216,Engine,42714,12.0,312,32.1,7,Moderate,Yes
5217,Brakes,191626,1.2,976,28.4,0,Conservative,Yes
5218,Brakes,122072,6.7,93,35.7,4,Moderate,Yes
5219,Battery,43051,11.8,317,44.7,7,Aggressive,Yes
5220,Brakes,153815,6.8,94,23.4,0,Aggressive,Yes
5221,Battery,13612,4.2,170,29.8,0,Conservative,No
5222,Battery,182913,5.1,814,42.6,7,Aggressive,Yes
5223,Battery,182859,6.9,552,37.0,9,Moderate,Yes
5224,Battery,167474,12.4,705,21.8,3,Conservative,Yes
5225,Battery,69658,8.2,113,44.1,7,Conservative,Yes
5226,Brakes,141127,14.1,597,24.3,6,Conservative,Yes
5227,Battery,15854,5.0,550,23.6,10,Aggressive,No
5228,Engine,34443,8.2,796,49.3,3,Aggressive,Yes
5229,Battery,103657,10.7,845,31.1,8,Aggressive,Yes
5230,Battery,165891,2.1,846,34.2,0,Aggressive,Yes
5231,Battery,80991,3.8,873,24.6,6,Conservative,Yes
5232,Engine,190571,5.6,399,24.1,1,Conservative,Yes
5233,Engine,42367,2.0,354,27.7,10,Aggressive,No
5234,Engine,165155,12.7,932,20.8,2,Aggressive,Yes
5235,Battery,36859,4.5,421,39.5,3,Aggressive,No
5236,Battery,43710,3.5,701,29.3,2,Conservative,No
5237,Battery,181438,14.8,260,42.4,5,Aggressive,Yes
5238,Brakes,45674,5.4,444,23.6,6,Aggressive,No
5239,Battery,185131,11.7,594,41.5,4,Moderate,Yes
5240,Battery,193966,2.2,291,45.5,5,Moderate,Yes
5241,Battery,150329,14.6,421,35.9,10,Conservative,Yes
5242,Brakes,37909,4.8,636,37.4,10,Moderate,No
5243,Engine,60201,2.9,365,36.7,9,Aggressive,No
5244,Brakes,24670,10.7,981,40.1,10,Moderate,Yes
5245,Engine,143164,8.3,354,20.8,7,Moderate,Yes
5246,Battery,197713,10.3,100,37.6,10,Moderate,Yes
5247,Battery,77960,12.0,852,28.8,2,Moderate,Yes
5248,Brakes,193823,7.6,510,34.5,4,Moderate,Yes
5249,Battery,163957,4.4,323,32.8,0,Aggressive,Yes
5250,Battery,158976,8.4,533,47.7,6,Moderate,Yes
5251,Engine,186054,7.4,835,31.0,3,Moderate,Yes
5252,Engine,157448,5.9,677,46.0,10,Moderate,Yes
5253,Engine,46625,2.7,917,45.4,0,Moderate,Yes
5254,Battery,76396,12.3,372,41.9,9,Moderate,Yes
5255,Battery,25845,9.0,639,45.6,3,Aggressive,Yes
5256,Brakes,76288,7.6,460,36.9,6,Aggressive,Yes
5257,Engine,195247,7.7,216,23.7,6,Aggressive,Yes
5258,Battery,25392,10.1,246,42.5,9,Moderate,Yes
5259,Brakes,166627,8.1,553,27.8,4,Aggressive,Yes
5260,Brakes,103713,3.2,956,27.3,1,Moderate,Yes
5261,Battery,159398,6.8,278,30.1,4,Conservative,Yes
5262,Battery,196451,9.7,872,33.7,8,Aggressive,Yes
5263,Brakes,60605,11.2,514,41.3,4,Conservative,Yes
5264,Brakes,47677,7.2,119,35.9,2,Aggressive,No
5265,Battery,16204,3.3,624,48.9,6,Conservative,No
5266,Battery,111571,2.4,428,47.5,4,Conservative,Yes
5267,Brakes,82554,14.7,294,41.9,6,Moderate,Yes
5268,Engine,31173,3.3,396,26.9,1,Aggressive,No
5269,Engine,101806,1.1,149,41.2,2,Conservative,No
5270,Engine,19925,7.7,675,28.8,10,Moderate,No
5271,Engine,147858,14.7,980,24.0,6,Moderate,Yes
5272,Battery,57857,3.9,225,29.6,4,Aggressive,No
5273,Engine,177444,14.9,477,25.8,2,Conservative,Yes
5274,Engine,169360,6.9,774,37.4,1,Moderate,Yes
5275,Engine,46163,6.3,511,33.2,2,Aggressive,Yes
5276,Brakes,174270,4.5,723,35.7,9,Conservative,Yes
5277,Battery,66774,13.2,79,30.8,5,Moderate,Yes
5278,Engine,103348,3.5,583,37.0,3,Aggressive,Yes
5279,Engine,17948,10.3,591,49.6,0,Moderate,Yes
5280,Engine,132440,7.3,859,47.1,1,Aggressive,Yes
5281,Engine,82130,14.2,769,29.3,5,Aggressive,Yes
5282,Engine,189401,10.7,695,47.4,5,Conservative,Yes
5283,Brakes,17025,8.4,431,36.3,0,Aggressive,Yes
5284,Battery,49516,3.4,584,39.7,7,Aggressive,Yes
5285,Engine,146956,9.2,780,49.3,5,Aggressive,Yes
5286,Brakes,193415,5.5,433,43.2,2,Aggressive,Yes
5287,Battery,172707,13.7,925,38.7,7,Moderate,Yes
5288,Battery,126779,12.1,40,25.9,3,Aggressive,Yes
5289,Brakes,147828,8.5,823,33.0,0,Conservative,Yes
5290,Engine,131859,5.7,183,48.6,4,Aggressive,Yes
5291,Engine,22341,7.2,650,36.4,7,Conservative,Yes
5292,Brakes,137033,5.5,709,36.2,0,Conservative,Yes
5293,Engine,89602,5.7,313,38.6,7,Aggressive,Yes
5294,Battery,118082,9.7,703,31.8,7,Aggressive,Yes
5295,Battery,37363,8.6,137,28.6,2,Aggressive,Yes
5296,Engine,180734,8.7,793,39.9,0,Conservative,Yes
5297,Battery,115215,3.0,508,46.3,4,Conservative,Yes
5298,Battery,168537,13.2,888,37.2,4,Aggressive,Yes
5299,Brakes,109001,7.3,44,33.2,10,Conservative,Yes
5300,Brakes,119960,8.9,763,45.0,5,Conservative,Yes
5301,Battery,172685,2.1,779,22.6,6,Conservative,Yes
5302,Battery,129991,10.0,449,28.7,1,Conservative,Yes
5303,Engine,181211,9.1,560,38.3,5,Aggressive,Yes
5304,Engine,29000,14.5,295,37.2,1,Moderate,Yes
5305,Battery,187153,10.4,544,50.0,4,Aggressive,Yes
5306,Battery,153283,1.2,460,20.1,0,Moderate,No
5307,Engine,111968,5.8,831,35.3,7,Moderate,Yes
5308,Brakes,56775,14.8,931,40.9,9,Aggressive,Yes
5309,Engine,185172,14.6,752,24.8,3,Moderate,Yes
5310,Engine,46957,6.1,922,34.5,2,Aggressive,Yes
5311,Engine,11273,1.4,809,30.2,10,Conservative,No
5312,Brakes,101468,12.0,127,31.0,2,Conservative,Yes
5313,Battery,111806,6.3,17,37.4,0,Moderate,Yes
5314,Brakes,65799,6.7,630,21.4,3,Aggressive,Yes
5315,Battery,29182,12.5,261,44.7,6,Moderate,Yes
5316,Engine,164221,8.2,454,42.0,8,Moderate,Yes
5317,Brakes,167827,15.0,464,46.0,7,Aggressive,Yes
5318,Engine,121723,1.6,520,28.2,6,Aggressive,Yes
5319,Engine,74886,13.2,42,49.8,4,Conservative,Yes
5320,Brakes,183139,7.8,326,46.8,4,Aggressive,Yes
5321,Battery,31613,10.2,662,44.8,6,Aggressive,Yes
5322,Brakes,130175,7.1,905,22.4,5,Moderate,Yes
5323,Battery,11628,11.3,271,49.2,8,Moderate,Yes
5324,Brakes,49122,5.1,562,41.7,4,Aggressive,Yes
5325,Battery,142619,6.1,249,38.8,4,Aggressive,Yes
5326,Brakes,141888,8.0,187,32.5,4,Conservative,Yes
5327,Engine,175935,3.3,219,41.4,9,Conservative,Yes
5328,Brakes,51737,2.7,586,43.6,0,Moderate,Yes
5329,Engine,65475,13.1,151,39.9,0,Moderate,Yes
5330,Brakes,77781,13.9,369,32.6,7,Aggressive,Yes
5331,Brakes,79708,2.5,983,33.9,6,Moderate,Yes
5332,Battery,119494,8.7,867,26.9,1,Aggressive,Yes
5333,Brakes,91295,6.2,678,32.0,10,Moderate,Yes
5334,Battery,107633,12.4,746,33.0,6,Moderate,Yes
5335,Battery,22286,8.9,138,20.3,10,Conservative,No
5336,Battery,177971,3.0,456,29.3,5,Aggressive,Yes
5337,Battery,26258,5.0,648,36.1,7,Conservative,Yes
5338,Brakes,141407,7.8,157,34.0,4,Conservative,Yes
5339,Engine,11296,7.0,713,41.0,5,Conservative,Yes
5340,Brakes,54608,9.3,559,34.0,10,Aggressive,Yes
5341,Battery,189718,4.9,73,31.4,7,Aggressive,Yes
5342,Battery,62997,9.2,261,24.9,1,Moderate,Yes
5343,Engine,33320,8.6,204,50.0,3,Aggressive,Yes
5344,Engine,38441,13.9,830,46.1,4,Conservative,Yes
5345,Battery,75953,8.0,341,30.3,7,Moderate,Yes
5346,Brakes,85903,6.0,593,31.8,5,Aggressive,Yes
5347,Battery,169544,7.4,269,30.4,8,Aggressive,Yes
5348,Battery,159912,13.3,214,39.5,7,Conservative,Yes
5349,Brakes,73317,5.6,416,48.7,9,Moderate,Yes
5350,Engine,182241,14.8,837,45.2,9,Moderate,Yes
5351,Brakes,150823,7.1,266,22.0,10,Conservative,No
5352,Battery,188917,6.4,57,40.8,9,Conservative,Yes
5353,Engine,123289,2.8,891,32.7,9,Moderate,Yes
5354,Battery,194465,14.3,616,25.9,10,Conservative,Yes
5355,Battery,147680,13.0,866,23.5,9,Moderate,Yes
5356,Battery,158003,11.2,630,46.6,0,Aggressive,Yes
5357,Engine,44371,10.2,962,44.5,7,Aggressive,Yes
5358,Engine,188172,12.0,645,29.4,10,Aggressive,Yes
5359,Engine,151564,14.4,475,24.8,2,Aggressive,Yes
5360,Battery,176970,2.1,52,39.0,5,Conservative,Yes
5361,Engine,89887,12.4,750,28.1,2,Aggressive,Yes
5362,Battery,98232,7.0,232,39.0,3,Conservative,Yes
5363,Brakes,102486,1.5,169,28.6,2,Moderate,No
5364,Engine,186579,8.5,987,28.3,3,Aggressive,Yes
5365,Battery,92147,14.2,619,42.7,4,Aggressive,Yes
5366,Engine,26066,3.0,299,35.9,3,Moderate,No
5367,Battery,106750,1.2,987,42.4,3,Conservative,Yes
5368,Engine,145132,1.8,608,39.2,9,Conservative,Yes
5369,Engine,46625,4.7,14,29.1,3,Aggressive,No
5370,Engine,172459,1.2,505,22.9,8,Aggressive,Yes
5371,Battery,194183,10.7,971,47.9,7,Moderate,Yes
5372,Engine,138324,7.1,361,27.7,6,Aggressive,Yes
5373,Battery,103576,7.7,240,30.1,4,Conservative,No
5374,Battery,132723,14.1,194,47.3,6,Moderate,Yes
5375,Brakes,74766,9.1,827,43.2,2,Conservative,Yes
5376,Battery,195546,1.7,152,48.9,5,Aggressive,Yes
5377,Engine,64445,13.4,860,45.6,10,Aggressive,Yes
5378,Battery,51313,7.6,885,42.2,9,Conservative,Yes
5379,Brakes,57431,13.5,841,33.4,3,Aggressive,Yes
5380,Brakes,28316,12.6,627,45.9,0,Aggressive,Yes
5381,Engine,190527,9.4,161,49.6,5,Conservative,Yes
5382,Brakes,105061,5.4,693,47.6,4,Aggressive,Yes
5383,Brakes,33480,6.9,699,25.6,2,Aggressive,No
5384,Brakes,112654,13.0,748,40.2,9,Aggressive,Yes
5385,Brakes,82379,12.7,204,31.8,3,Moderate,Yes
5386,Battery,65119,12.5,776,43.3,6,Conservative,Yes
5387,Engine,50975,10.7,955,41.2,10,Aggressive,Yes
5388,Engine,53293,13.9,990,33.2,8,Aggressive,Yes
5389,Battery,143329,1.7,652,35.2,7,Conservative,Yes
5390,Battery,37898,1.8,947,26.5,8,Moderate,No
5391,Engine,21428,9.2,931,21.8,6,Aggressive,Yes
5392,Engine,99681,8.2,891,32.7,7,Moderate,Yes
5393,Battery,115509,6.2,433,23.6,2,Conservative,No
5394,Battery,181500,1.4,306,28.2,6,Conservative,Yes
5395,Engine,196577,5.0,397,30.6,10,Moderate,Yes
5396,Brakes,84723,14.1,799,22.0,4,Conservative,Yes
5397,Engine,97266,2.7,330,34.9,5,Aggressive,Yes
5398,Brakes,106062,2.5,756,45.3,7,Moderate,Yes
5399,Battery,104103,10.9,589,30.8,9,Moderate,Yes
5400,Battery,13304,1.6,960,39.2,3,Conservative,Yes
5401,Brakes,92516,3.1,593,45.3,4,Conservative,Yes
5402,Engine,33140,1.1,173,25.5,2,Moderate,No
5403,Engine,79616,5.7,501,47.5,10,Moderate,Yes
5404,Engine,128792,10.0,245,34.5,6,Aggressive,Yes
5405,Battery,47728,14.1,324,26.4,2,Conservative,No
5406,Engine,152900,2.1,819,34.6,2,Conservative,Yes
5407,Engine,14231,9.7,215,30.9,2,Moderate,No
5408,Brakes,59857,9.5,180,38.2,5,Aggressive,Yes
5409,Brakes,184862,14.2,322,37.0,2,Conservative,Yes
5410,Battery,123381,10.5,693,37.7,5,Aggressive,Yes
5411,Brakes,132640,8.5,227,39.8,10,Moderate,Yes
5412,Battery,130037,10.6,34,21.5,7,Conservative,Yes
5413,Battery,114658,7.0,411,31.3,4,Conservative,Yes
5414,Battery,189380,12.5,706,49.0,10,Moderate,Yes
5415,Battery,142529,3.2,708,42.3,0,Conservative,Yes
5416,Brakes,57387,5.7,658,32.8,9,Moderate,No
5417,Battery,109699,8.9,880,24.4,2,Moderate,Yes
5418,Engine,137884,4.4,978,29.1,6,Conservative,Yes
5419,Brakes,196542,3.3,994,21.6,10,Moderate,Yes
5420,Engine,186153,10.5,269,39.1,6,Moderate,Yes
5421,Engine,102651,2.4,989,28.9,6,Aggressive,Yes
5422,Battery,144532,6.5,524,44.4,6,Conservative,Yes
5423,Brakes,146780,14.4,975,49.4,2,Moderate,Yes
5424,Brakes,76799,13.5,782,27.4,10,Conservative,Yes
5425,Battery,31858,8.3,447,38.6,5,Moderate,Yes
5426,Engine,184907,5.2,58,45.5,8,Aggressive,Yes
5427,Engine,36606,8.6,567,20.8,6,Conservative,No
5428,Battery,132923,6.9,79,44.1,10,Aggressive,Yes
5429,Battery,167933,14.6,263,38.9,9,Conservative,Yes
5430,Engine,186540,13.3,173,47.9,0,Aggressive,Yes
5431,Engine,141379,11.7,194,20.9,10,Aggressive,Yes
5432,Engine,105371,3.1,84,47.8,3,Moderate,Yes
5433,Brakes,66846,10.5,308,43.0,9,Conservative,Yes
5434,Engine,137148,1.6,260,23.7,9,Moderate,No
5435,Engine,39464,3.6,366,38.1,3,Aggressive,No
5436,Battery,137390,9.9,418,47.1,0,Aggressive,Yes
5437,Brakes,37577,10.2,664,49.9,1,Moderate,Yes
5438,Battery,65722,12.5,188,48.2,4,Conservative,Yes
5439,Engine,143775,13.7,502,23.4,1,Moderate,Yes
5440,Battery,89808,7.1,128,23.4,10,Aggressive,No
5441,Brakes,154821,7.3,146,34.5,8,Aggressive,Yes
5442,Battery,23953,1.7,253,39.7,8,Aggressive,No
